id,qname,heading,text,type,diagram,website,updated
,issued,issued,The date and time the permit was issued.,DatatypeProperty,,https://w3id.org/itsdata/regulation/v1/issued,2026-07-21T18:08:15.348954
,issuedTro,issuedTro,A traffic regulation order issued by the entity.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/issuedTro,2026-07-21T18:08:15.348954
,issuingAuthority,issuingAuthority,The entity that issued the instance of the traffic regulation order,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/issuingAuthority,2026-07-21T18:08:15.348954
,locationByOrder,locationByOrder,The location where the regulation is defined to apply per the traffic regulation order.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/locationByOrder,2026-07-21T18:08:15.348954
,logicalOperator,logicalOperator,The logical operator used to combine the Conditions in a ConditionSet.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/logicalOperator,2026-07-21T18:08:15.348954
,memberTrafficRegulation,memberTrafficRegulation,A traffic regulation enacted by the traffic regulation order.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/memberTrafficRegulation,2026-07-21T18:08:15.348954
,nationalSignId,nationalSignId,The national sign identifier for the traffic control device.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/nationalSignId,2026-07-21T18:08:15.348954
,negate,negate,Indicates whether the condition is negated.,DatatypeProperty,,https://w3id.org/itsdata/regulation/v1/negate,2026-07-21T18:08:15.348954
,otherCondition,otherCondition,A separate condition that determines the applicability of the regulation.,DatatypeProperty,,https://w3id.org/itsdata/regulation/v1/otherCondition,2026-07-21T18:08:15.348954
,pavementMarkingType,pavementMarkingType,A code that indicates the type of pavement marking device.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/pavementMarkingType,2026-07-21T18:08:15.348954
,permitInformation,permitInformation,Information about any permits that are associated with the regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/permitInformation,2026-07-21T18:08:15.348954
,permittedEntityType,permittedEntityType,The type of entity that is permitted to use the permit.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/permittedEntityType,2026-07-21T18:08:15.348954
,pictogram,pictogram,The pictogram that is associated with the traffic control device.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/pictogram,2026-07-21T18:08:15.348954
,reasonCode,reasonCode,A reason justifying the existence of the instance of the traffic regulation order,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/reasonCode,2026-07-21T18:08:15.348954
,regulatoryScope,regulatoryScope,Indication of the types of regulations that can be enacted by the rule maker.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/regulatoryScope,2026-07-21T18:08:15.348954
,requiredDesignation,requiredDesignation,The designation of the permit that is required for the instance of the traffic regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/requiredDesignation,2026-07-21T18:08:15.348954
,requiredDisplayType,requiredDisplayType,The display type of the permit that is required for the instance of the traffic regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/requiredDisplayType,2026-07-21T18:08:15.348954
,requiredGrantor,requiredGrantor,The grantor of the permit that is required for the instance of the traffic regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/requiredGrantor,2026-07-21T18:08:15.348954
,requiredGrantorType,requiredGrantorType,The type of grantor of the permit that is required for the instance of the traffic regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/requiredGrantorType,2026-07-21T18:08:15.348954
,requiredPermitIdentifier,requiredPermitIdentifier,The identifier of the permit that is required for the instance of the traffic regulation.,DatatypeProperty,,https://w3id.org/itsdata/regulation/v1/requiredPermitIdentifier,2026-07-21T18:08:15.348954
,roadSurfaceFeatureType,roadSurfaceFeatureType,A code that indicates the type of road surface feature.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/roadSurfaceFeatureType,2026-07-21T18:08:15.348954
,simpleSignList,simpleSignList,"The rdf:List whose ordered members are SimpleSigns for this composite: list head is the main sign, and each rdf:rest continues the sequence.",ObjectProperty,,https://w3id.org/itsdata/regulation/v1/simpleSignList,2026-07-21T18:08:15.348954
,trafficImpactLocation,trafficImpactLocation,The location where traffic is impacted due to the existence of the regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/trafficImpactLocation,2026-07-21T18:08:15.348954
,troStatus,troStatus,The current lifecycle status of the instance of the containing class,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/troStatus,2026-07-21T18:08:15.348954
,url,url,The URL that is associated with the traffic control device.,DatatypeProperty,,https://w3id.org/itsdata/regulation/v1/url,2026-07-21T18:08:15.348954
,validityByOrder,validityByOrder,The validity period for the condition.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/validityByOrder,2026-07-21T18:08:15.348954
,valueToCompare,valueToCompare,The threshold value to compare against the current value to determine the applicability of the regulation.,ObjectProperty,,https://w3id.org/itsdata/regulation/v1/valueToCompare,2026-07-21T18:08:15.348954
,version,version,The version of the object.,DatatypeProperty,,https://w3id.org/itsdata/regulation/v1/version,2026-07-21T18:08:15.348954
